           #qpath      Energy(meV)
  0.0000000000E+00 -3.8621787055E-04
  1.4523344782E-01  1.0950698663E+00
  1.4661336112E-01  1.0962833301E+00
  1.4799327442E-01  1.0976824816E+00
  1.4937318772E-01  1.0992668964E+00
  1.5075310102E-01  1.1010360961E+00
  1.5213301432E-01  1.1029895491E+00
  1.5351292763E-01  1.1051266714E+00
  1.5489284093E-01  1.1074468283E+00
  1.5627275423E-01  1.1099493349E+00
  1.5765266753E-01  1.1126334577E+00
  1.5903258083E-01  1.1154984158E+00
  1.6041249413E-01  1.1185433824E+00
  1.6179240743E-01  1.1217674862E+00
  1.6317232074E-01  1.1251698130E+00
  1.6455223404E-01  1.1287494069E+00
  1.6593214734E-01  1.1325052725E+00
  1.6731206064E-01  1.1364363759E+00
  1.6869197394E-01  1.1405416470E+00
  1.7007188724E-01  1.1448199805E+00
  1.7145180054E-01  1.1492702385E+00
  1.7283171385E-01  1.1538912513E+00
  1.7421162715E-01  1.1586818200E+00
  1.7559154045E-01  1.1636407175E+00
  1.7697145375E-01  1.1687666911E+00
  1.7835136705E-01  1.1740584633E+00
  1.7973128035E-01  1.1795147344E+00
  1.8111119365E-01  1.1851341838E+00
  1.8249110696E-01  1.1909154718E+00
  1.8387102026E-01  1.1968572413E+00
  1.8525093356E-01  1.2029581196E+00
  1.8663084686E-01  1.2092167198E+00
  1.8801076016E-01  1.2156316427E+00
  1.8939067346E-01  1.2222014782E+00
  1.9077058676E-01  1.2289248069E+00
  1.9215050006E-01  1.2358002014E+00
  1.9353041337E-01  1.2428262283E+00
  1.9491032667E-01  1.2500014489E+00
  1.9629023997E-01  1.2573244210E+00
  1.9767015327E-01  1.2647937002E+00
  1.9905006657E-01  1.2724078407E+00
  2.0042997987E-01  1.2801653970E+00
  2.0180989317E-01  1.2880649245E+00
  2.0318980648E-01  1.2961049810E+00
  2.0456971978E-01  1.3042841272E+00
  2.0594963308E-01  1.3126009277E+00
  2.0732954638E-01  1.3210539521E+00
  2.0870945968E-01  1.3296417748E+00
  2.1008937298E-01  1.3383629767E+00
  2.1146928628E-01  1.3472161448E+00
  2.1284919959E-01  1.3561998726E+00
  2.1422911289E-01  1.3653127609E+00
  2.1560902619E-01  1.3745534172E+00
  2.1698893949E-01  1.3839204560E+00
  2.1836885279E-01  1.3934124983E+00
  2.1974876609E-01  1.4030281714E+00
  2.2112867939E-01  1.4127661079E+00
  2.2250859270E-01  1.4226249451E+00
  2.2388850600E-01  1.4326033235E+00
  2.2526841930E-01  1.4426998854E+00
  2.2664833260E-01  1.4529132732E+00
  2.2802824590E-01  1.4632421266E+00
  2.2940815920E-01  1.4736850799E+00
  2.3078807250E-01  1.4842407586E+00
  2.3216798581E-01  1.4949077749E+00
  2.3354789911E-01  1.5056847224E+00
  2.3492781241E-01  1.5165701695E+00
  2.3630772571E-01  1.5275626519E+00
  2.3768763901E-01  1.5386606625E+00
  2.3906755231E-01  1.5498626392E+00
  2.4044746561E-01  1.5611669501E+00
  2.4182737891E-01  1.5725718743E+00
  2.4320729222E-01  1.5840755778E+00
  2.4458720552E-01  1.5956760830E+00
  2.4596711882E-01  1.6073712287E+00
  2.4734703212E-01  1.6191586181E+00
  2.4872694542E-01  1.6310355505E+00
  2.5010685872E-01  1.6429989290E+00
  2.5148677202E-01  1.6550451351E+00
  2.5286668533E-01  1.6671698559E+00
  2.5424659863E-01  1.6793678399E+00
  2.5562651193E-01  1.6916325471E+00
  2.5700642523E-01  1.7039556342E+00
  2.5838633853E-01  1.7163261805E+00
  2.5976625183E-01  1.7287294882E+00
  2.6114616513E-01  1.7411451651E+00
  2.6252607844E-01  1.7535439481E+00
  2.6390599174E-01  1.7658822256E+00
  2.6528590504E-01  1.7780921573E+00
  2.6666581834E-01  1.7900629783E+00
  2.6804573164E-01  1.8016039499E+00
  2.6942564494E-01  1.8123687923E+00
  2.7080555824E-01  1.8217075098E+00
  2.7218547155E-01  1.8284523645E+00
  2.7356538485E-01  1.8309972605E+00
  2.7356538485E-01  1.8309972605E+00
  2.7551932515E-01  1.8253447311E+00
  2.7747326546E-01  1.8108870792E+00
  2.7942720577E-01  1.7915553885E+00
  2.8138114607E-01  1.7697531576E+00
  2.8333508638E-01  1.7466673596E+00
  2.8528902669E-01  1.7228908553E+00
  2.8724296699E-01  1.6987395657E+00
  2.8919690730E-01  1.6743937495E+00
  2.9115084761E-01  1.6499626895E+00
  2.9310478791E-01  1.6255161490E+00
  2.9505872822E-01  1.6011006511E+00
  2.9701266853E-01  1.5767483931E+00
  2.9896660884E-01  1.5524823785E+00
  3.0092054914E-01  1.5283194992E+00
  3.0287448945E-01  1.5042724597E+00
  3.0482842976E-01  1.4803510169E+00
  3.0678237006E-01  1.4565628021E+00
  3.0873631037E-01  1.4329138806E+00
  3.1069025068E-01  1.4094091407E+00
  3.1264419098E-01  1.3860525697E+00
  3.1459813129E-01  1.3628474531E+00
  3.1655207160E-01  1.3397965204E+00
  3.1850601190E-01  1.3169020543E+00
  3.2045995221E-01  1.2941659725E+00
  3.2241389252E-01  1.2715898894E+00
  3.2436783282E-01  1.2491751649E+00
  3.2632177313E-01  1.2269229410E+00
  3.2827571344E-01  1.2048341712E+00
  3.3022965374E-01  1.1829096433E+00
  3.3218359405E-01  1.1611499974E+00
  3.3413753436E-01  1.1395557405E+00
  3.3609147466E-01  1.1181272577E+00
  3.3804541497E-01  1.0968648217E+00
  3.3999935528E-01  1.0757685997E+00
  3.4195329559E-01  1.0548386595E+00
  3.4390723589E-01  1.0340749741E+00
  3.4586117620E-01  1.0134774254E+00
  3.4781511651E-01  9.9304580700E-01
  3.4976905681E-01  9.7277982637E-01
  3.5172299712E-01  9.5267910682E-01
  3.5367693743E-01  9.3274318854E-01
  3.5563087773E-01  9.1297152966E-01
  3.5758481804E-01  8.9336350676E-01
  3.5953875835E-01  8.7391841534E-01
  3.6149269865E-01  8.5463546997E-01
  3.6344663896E-01  8.3551380430E-01
  3.6540057927E-01  8.1655247100E-01
  3.6735451957E-01  7.9775044146E-01
  3.6930845988E-01  7.7910660562E-01
  3.7126240019E-01  7.6061977156E-01
  3.7321634049E-01  7.4228866509E-01
  3.7517028080E-01  7.2411192939E-01
  3.7712422111E-01  7.0608812460E-01
  3.7907816141E-01  6.8821572732E-01
  3.8103210172E-01  6.7049313031E-01
  3.8298604203E-01  6.5291864202E-01
  3.8493998233E-01  6.3549048631E-01
  3.8689392264E-01  6.1820680210E-01
  3.8884786295E-01  6.0106564314E-01
  3.9080180326E-01  5.8406497782E-01
  3.9275574356E-01  5.6720268903E-01
  3.9470968387E-01  5.5047657408E-01
  3.9666362418E-01  5.3388434480E-01
  3.9861756448E-01  5.1742362757E-01
  4.0057150479E-01  5.0109196352E-01
  4.0252544510E-01  4.8488680890E-01
  4.0447938540E-01  4.6880553537E-01
  4.0643332571E-01  4.5284543055E-01
  4.0838726602E-01  4.3700369864E-01
  4.1034120632E-01  4.2127746105E-01
  4.1229514663E-01  4.0566375733E-01
  4.1424908694E-01  3.9015954596E-01
  4.1620302724E-01  3.7476170557E-01
  4.1815696755E-01  3.5946703594E-01
  4.2011090786E-01  3.4427225929E-01
  4.2206484816E-01  3.2917402180E-01
  4.2401878847E-01  3.1416889484E-01
  4.2597272878E-01  2.9925337677E-01
  4.2792666908E-01  2.8442389435E-01
  4.2988060939E-01  2.6967680454E-01
  4.3183454970E-01  2.5500839618E-01
  4.3378849000E-01  2.4041489169E-01
  4.3574243031E-01  2.2589244842E-01
  4.3769637062E-01  2.1143716024E-01
  4.3965031093E-01  1.9704505809E-01
  4.4160425123E-01  1.8271211016E-01
  4.4355819154E-01  1.6843422030E-01
  4.4551213185E-01  1.5420722383E-01
  4.4746607215E-01  1.4002687868E-01
  4.4942001246E-01  1.2588884702E-01
  4.5137395277E-01  1.1178865959E-01
  4.5332789307E-01  9.7721643158E-02
  4.5528183338E-01  8.3682768856E-02
  4.5723577369E-01  6.9666307219E-02
  4.5918971399E-01  5.5664949923E-02
  4.6114365430E-01  4.1667142496E-02
  4.6309759461E-01  2.7646317337E-02
  4.6505153491E-01  1.3483892075E-02
  4.6700547522E-01 -3.8621787055E-04
  4.6700547522E-01 -3.8621787055E-04
  4.6838538852E-01  9.7937419680E-03
  4.6976530182E-01  1.9935468198E-02
  4.7114521512E-01  3.0002293190E-02
  4.7252512843E-01  4.0054298392E-02
  4.7390504173E-01  5.0104281578E-02
  4.7528495503E-01  6.0157275624E-02
  4.7666486833E-01  7.0216091415E-02
  4.7804478163E-01  8.0282710575E-02
  4.7942469493E-01  9.0358754125E-02
  4.8080460823E-01  1.0044566994E-01
  4.8218452154E-01  1.1054481595E-01
  4.8356443484E-01  1.2065750033E-01
  4.8494434814E-01  1.3078500086E-01
  4.8632426144E-01  1.4092857494E-01
  4.8770417474E-01  1.5108946497E-01
  4.8908408804E-01  1.6126890071E-01
  4.9046400134E-01  1.7146810071E-01
  4.9184391465E-01  1.8168827305E-01
  4.9322382795E-01  1.9193061534E-01
  4.9460374125E-01  2.0219631475E-01
  4.9598365455E-01  2.1248654790E-01
  4.9736356785E-01  2.2280248054E-01
  4.9874348115E-01  2.3314526744E-01
  5.0012339445E-01  2.4351605176E-01
  5.0150330776E-01  2.5391596512E-01
  5.0288322106E-01  2.6434612689E-01
  5.0426313436E-01  2.7480764408E-01
  5.0564304766E-01  2.8530161083E-01
  5.0702296096E-01  2.9582910816E-01
  5.0840287426E-01  3.0639120350E-01
  5.0978278756E-01  3.1698895033E-01
  5.1116270087E-01  3.2762338792E-01
  5.1254261417E-01  3.3829554078E-01
  5.1392252747E-01  3.4900641838E-01
  5.1530244077E-01  3.5975701472E-01
  5.1668235407E-01  3.7054830800E-01
  5.1806226737E-01  3.8138126014E-01
  5.1944218067E-01  3.9225681641E-01
  5.2082209397E-01  4.0317590502E-01
  5.2220200728E-01  4.1413943672E-01
  5.2358192058E-01  4.2514830428E-01
  5.2496183388E-01  4.3620338211E-01
  5.2634174718E-01  4.4730552578E-01
  5.2772166048E-01  4.5845557148E-01
  5.2910157378E-01  4.6965433555E-01
  5.3048148708E-01  4.8090261386E-01
  5.3186140039E-01  4.9220118129E-01
  5.3324131369E-01  5.0355079105E-01
  5.3462122699E-01  5.1495217397E-01
  5.3600114029E-01  5.2640603784E-01
  5.3738105359E-01  5.3791306650E-01
  5.3876096689E-01  5.4947391896E-01
  5.4014088019E-01  5.6108922845E-01
  5.4152079350E-01  5.7275960122E-01
  5.4290070680E-01  5.8448561543E-01
  5.4428062010E-01  5.9626781961E-01
  5.4566053340E-01  6.0810673116E-01
  5.4704044670E-01  6.2000283457E-01
  5.4842036000E-01  6.3195657929E-01
  5.4980027330E-01  6.4396837747E-01
  5.5118018661E-01  6.5603860122E-01
  5.5256009991E-01  6.6816757947E-01
  5.5394001321E-01  6.8035559440E-01
  5.5531992651E-01  6.9260287713E-01
  5.5669983981E-01  7.0490960279E-01
  5.5807975311E-01  7.1727588468E-01
  5.5945966641E-01  7.2970176736E-01
  5.6083957972E-01  7.4218721841E-01
  5.6221949302E-01  7.5473211858E-01
  5.6359940632E-01  7.6733625003E-01
  5.6497931962E-01  7.7999928200E-01
  5.6635923292E-01  7.9272075346E-01
  5.6773914622E-01  8.0550005184E-01
  5.6911905952E-01  8.1833638689E-01
  5.7049897282E-01  8.3122875812E-01
  5.7187888613E-01  8.4417591420E-01
  5.7325879943E-01  8.5717630162E-01
  5.7463871273E-01  8.7022799954E-01
  5.7601862603E-01  8.8332863594E-01
  5.7739853933E-01  8.9647527883E-01
  5.7877845263E-01  9.0966429350E-01
  5.8015836593E-01  9.2289115287E-01
  5.8153827924E-01  9.3615018213E-01
  5.8291819254E-01  9.4943421027E-01
  5.8429810584E-01  9.6273408678E-01
  5.8567801914E-01  9.7603800031E-01
  5.8705793244E-01  9.8933050015E-01
  5.8843784574E-01  1.0025910632E+00
  5.8981775904E-01  1.0157919498E+00
  5.9119767235E-01  1.0288949241E+00
  5.9257758565E-01  1.0418461175E+00
  5.9395749895E-01  1.0545678084E+00
  5.9533741225E-01  1.0669450166E+00
  5.9671732555E-01  1.0788034828E+00
  5.9809723885E-01  1.0898741575E+00
  5.9947715215E-01  1.0997406166E+00
  6.0085706546E-01  1.1077809759E+00
  6.0223697876E-01  1.1131699749E+00
  6.0361689206E-01  1.1150878220E+00
  6.0361689206E-01  1.1150878220E+00
  6.0500026547E-01  1.1151763333E+00
  6.0638363889E-01  1.1154418439E+00
  6.0776701230E-01  1.1158842838E+00
  6.0915038571E-01  1.1165035366E+00
  6.1053375913E-01  1.1172994395E+00
  6.1191713254E-01  1.1182717836E+00
  6.1330050596E-01  1.1194203145E+00
  6.1468387937E-01  1.1207447322E+00
  6.1606725279E-01  1.1222446924E+00
  6.1745062620E-01  1.1239198061E+00
  6.1883399961E-01  1.1257696409E+00
  6.2021737303E-01  1.1277937215E+00
  6.2160074644E-01  1.1299915305E+00
  6.2298411986E-01  1.1323625091E+00
  6.2436749327E-01  1.1349060582E+00
  6.2575086669E-01  1.1376215390E+00
  6.2713424010E-01  1.1405082743E+00
  6.2851761351E-01  1.1435655496E+00
  6.2990098693E-01  1.1467926137E+00
  6.3128436034E-01  1.1501886803E+00
  6.3266773376E-01  1.1537529291E+00
  6.3405110717E-01  1.1574845067E+00
  6.3543448059E-01  1.1613825282E+00
  6.3681785400E-01  1.1654460782E+00
  6.3820122741E-01  1.1696742123E+00
  6.3958460083E-01  1.1740659581E+00
  6.4096797424E-01  1.1786203170E+00
  6.4235134766E-01  1.1833362651E+00
  6.4373472107E-01  1.1882127547E+00
  6.4511809449E-01  1.1932487159E+00
  6.4650146790E-01  1.1984430575E+00
  6.4788484131E-01  1.2037946688E+00
  6.4926821473E-01  1.2093024208E+00
  6.5065158814E-01  1.2149651676E+00
  6.5203496156E-01  1.2207817475E+00
  6.5341833497E-01  1.2267509848E+00
  6.5480170838E-01  1.2328716909E+00
  6.5618508180E-01  1.2391426655E+00
  6.5756845521E-01  1.2455626980E+00
  6.5895182863E-01  1.2521305689E+00
  6.6033520204E-01  1.2588450506E+00
  6.6171857546E-01  1.2657049093E+00
  6.6310194887E-01  1.2727089055E+00
  6.6448532228E-01  1.2798557953E+00
  6.6586869570E-01  1.2871443317E+00
  6.6725206911E-01  1.2945732657E+00
  6.6863544253E-01  1.3021413465E+00
  6.7001881594E-01  1.3098473237E+00
  6.7140218936E-01  1.3176899468E+00
  6.7278556277E-01  1.3256679672E+00
  6.7416893618E-01  1.3337801379E+00
  6.7555230960E-01  1.3420252151E+00
  6.7693568301E-01  1.3504019579E+00
  6.7831905643E-01  1.3589091293E+00
  6.7970242984E-01  1.3675454966E+00
  6.8108580326E-01  1.3763098314E+00
  6.8246917667E-01  1.3852009099E+00
  6.8385255008E-01  1.3942175128E+00
  6.8523592350E-01  1.4033584254E+00
  6.8661929691E-01  1.4126224372E+00
  6.8800267033E-01  1.4220083416E+00
  6.8938604374E-01  1.4315149348E+00
  6.9076941715E-01  1.4411410155E+00
  6.9215279057E-01  1.4508853834E+00
  6.9353616398E-01  1.4607468377E+00
  6.9491953740E-01  1.4707241753E+00
  6.9630291081E-01  1.4808161886E+00
  6.9768628423E-01  1.4910216629E+00
  6.9906965764E-01  1.5013393722E+00
  7.0045303105E-01  1.5117680759E+00
  7.0183640447E-01  1.5223065130E+00
  7.0321977788E-01  1.5329533959E+00
  7.0460315130E-01  1.5437074025E+00
  7.0598652471E-01  1.5545671666E+00
  7.0736989813E-01  1.5655312652E+00
  7.0875327154E-01  1.5765982038E+00
  7.1013664495E-01  1.5877663964E+00
  7.1152001837E-01  1.5990341407E+00
  7.1290339178E-01  1.6103995856E+00
  7.1428676520E-01  1.6218606896E+00
  7.1567013861E-01  1.6334151641E+00
  7.1705351203E-01  1.6450603990E+00
  7.1843688544E-01  1.6567933599E+00
  7.1982025885E-01  1.6686104473E+00
  7.2120363227E-01  1.6805072958E+00
  7.2258700568E-01  1.6924784875E+00
  7.2397037910E-01  1.7045171272E+00
  7.2535375251E-01  1.7166142022E+00
  7.2673712593E-01  1.7287575844E+00
  7.2812049934E-01  1.7409304255E+00
  7.2950387275E-01  1.7531084731E+00
  7.3088724617E-01  1.7652553868E+00
  7.3227061958E-01  1.7773141422E+00
  7.3365399300E-01  1.7891903555E+00
  7.3503736641E-01  1.8007179626E+00
  7.3642073982E-01  1.8115848580E+00
  7.3780411324E-01  1.8211712179E+00
  7.3918748665E-01  1.8282621847E+00
  7.4057086007E-01  1.8309972605E+00

  0.0000000000E+00  2.0982052211E-04
  1.3833734142E-03  4.0182502704E-02
  2.7667468285E-03  8.0365390028E-02
  4.1501202427E-03  1.2054369687E-01
  5.5334936569E-03  1.6071562347E-01
  6.9168670712E-03  2.0087891038E-01
  8.3002404854E-03  2.4103110910E-01
  9.6836138997E-03  2.8116964784E-01
  1.1066987314E-02  3.2129187410E-01
  1.2450360728E-02  3.6139508750E-01
  1.3833734142E-02  4.0147656383E-01
  1.5217107557E-02  4.4153357195E-01
  1.6600480971E-02  4.8156338641E-01
  1.7983854385E-02  5.2156329823E-01
  1.9367227799E-02  5.6153062643E-01
  2.0750601214E-02  6.0146273160E-01
  2.2133974628E-02  6.4135703284E-01
  2.3517348042E-02  6.8121102813E-01
  2.4900721456E-02  7.2102231844E-01
  2.6284094870E-02  7.6078863510E-01
  2.7667468285E-02  8.0050786963E-01
  2.9050841699E-02  8.4017810516E-01
  3.0434215113E-02  8.7979764785E-01
  3.1817588527E-02  9.1936505704E-01
  3.3200961942E-02  9.5887917214E-01
  3.4584335356E-02  9.9833913474E-01
  3.5967708770E-02  1.0377444041E+00
  3.7351082184E-02  1.0770947649E+00
  3.8734455599E-02  1.1163903258E+00
  4.0117829013E-02  1.1556315093E+00
  4.1501202427E-02  1.1948190319E+00
  4.2884575841E-02  1.2339538761E+00
  4.4267949256E-02  1.2730372551E+00
  4.5651322670E-02  1.3120705713E+00
  4.7034696084E-02  1.3510553715E+00
  4.8418069498E-02  1.3899932986E+00
  4.9801442913E-02  1.4288860422E+00
  5.1184816327E-02  1.4677352887E+00
  5.2568189741E-02  1.5065426694E+00
  5.3951563155E-02  1.5453097051E+00
  5.5334936569E-02  1.5840377416E+00
  5.6718309984E-02  1.6227278651E+00
  5.8101683398E-02  1.6613807748E+00
  5.9485056812E-02  1.6999965590E+00
  6.0868430226E-02  1.7385742525E+00
  6.2251803641E-02  1.7771108292E+00
  6.3635177055E-02  1.8155985229E+00
  6.5018550469E-02  1.8540159487E+00
  6.6401923883E-02  1.8922858655E+00
  6.7785297298E-02  1.9298255705E+00
  6.9168670712E-02  1.9442260199E+00
  7.0552044126E-02  1.9291398258E+00
  7.1935417540E-02  1.9126724519E+00
  7.3318790955E-02  1.8958464331E+00
  7.4702164369E-02  1.8788390653E+00
  7.6085537783E-02  1.8617265154E+00
  7.7468911197E-02  1.8445528900E+00
  7.8852284611E-02  1.8273474315E+00
  8.0235658026E-02  1.8101310184E+00
  8.1619031440E-02  1.7929192736E+00
  8.3002404854E-02  1.7757242820E+00
  8.4385778268E-02  1.7585556353E+00
  8.5769151683E-02  1.7414211101E+00
  8.7152525097E-02  1.7243271288E+00
  8.8535898511E-02  1.7072790864E+00
  8.9919271925E-02  1.6902815875E+00
  9.1302645340E-02  1.6733386242E+00
  9.2686018754E-02  1.6564537120E+00
  9.4069392168E-02  1.6396299970E+00
  9.5452765582E-02  1.6228703418E+00
  9.6836138997E-02  1.6061773976E+00
  9.8219512411E-02  1.5895536653E+00
  9.9602885825E-02  1.5730015508E+00
  1.0098625924E-01  1.5565234166E+00
  1.0236963265E-01  1.5401216318E+00
  1.0375300607E-01  1.5237986245E+00
  1.0513637948E-01  1.5075569379E+00
  1.0651975290E-01  1.4913992940E+00
  1.0790312631E-01  1.4753286684E+00
  1.0928649972E-01  1.4593483811E+00
  1.1066987314E-01  1.4434622097E+00
  1.1205324655E-01  1.4276745351E+00
  1.1343661997E-01  1.4119905298E+00
  1.1481999338E-01  1.3964164110E+00
  1.1620336680E-01  1.3809597814E+00
  1.1758674021E-01  1.3656301016E+00
  1.1897011362E-01  1.3504393537E+00
  1.2035348704E-01  1.3354029939E+00
  1.2173686045E-01  1.3205413484E+00
  1.2312023387E-01  1.3058817039E+00
  1.2450360728E-01  1.2914615127E+00
  1.2588698070E-01  1.2773334248E+00
  1.2727035411E-01  1.2635733763E+00
  1.2865372752E-01  1.2502938483E+00
  1.3003710094E-01  1.2376658171E+00
  1.3142047435E-01  1.2259545448E+00
  1.3280384777E-01  1.2155735201E+00
  1.3418722118E-01  1.2071462248E+00
  1.3557059460E-01  1.2015097721E+00
  1.3695396801E-01  1.1995053468E+00
  1.3695396801E-01  1.1995053468E+00
  1.3833388131E-01  1.1995889889E+00
  1.3971379461E-01  1.1998398962E+00
  1.4109370791E-01  1.2002580117E+00
  1.4247362121E-01  1.2008432404E+00
  1.4385353452E-01  1.2015954498E+00
  1.4523344782E-01  1.2025144697E+00
  1.4661336112E-01  1.2036000930E+00
  1.4799327442E-01  1.2048520756E+00
  1.4937318772E-01  1.2062701373E+00
  1.5075310102E-01  1.2078539621E+00
  1.5213301432E-01  1.2096031988E+00
  1.5351292763E-01  1.2115174617E+00
  1.5489284093E-01  1.2135963311E+00
  1.5627275423E-01  1.2158393546E+00
  1.5765266753E-01  1.2182460473E+00
  1.5903258083E-01  1.2208158927E+00
  1.6041249413E-01  1.2235483442E+00
  1.6179240743E-01  1.2264428253E+00
  1.6317232074E-01  1.2294987311E+00
  1.6455223404E-01  1.2327154289E+00
  1.6593214734E-01  1.2360922597E+00
  1.6731206064E-01  1.2396285387E+00
  1.6869197394E-01  1.2433235568E+00
  1.7007188724E-01  1.2471765817E+00
  1.7145180054E-01  1.2511868586E+00
  1.7283171385E-01  1.2553536117E+00
  1.7421162715E-01  1.2596760451E+00
  1.7559154045E-01  1.2641533440E+00
  1.7697145375E-01  1.2687846759E+00
  1.7835136705E-01  1.2735691914E+00
  1.7973128035E-01  1.2785060256E+00
  1.8111119365E-01  1.2835942991E+00
  1.8249110696E-01  1.2888331188E+00
  1.8387102026E-01  1.2942215792E+00
  1.8525093356E-01  1.2997587635E+00
  1.8663084686E-01  1.3054437441E+00
  1.8801076016E-01  1.3112755842E+00
  1.8939067346E-01  1.3172533380E+00
  1.9077058676E-01  1.3233760522E+00
  1.9215050006E-01  1.3296427665E+00
  1.9353041337E-01  1.3360525145E+00
  1.9491032667E-01  1.3426043245E+00
  1.9629023997E-01  1.3492972201E+00
  1.9767015327E-01  1.3561302208E+00
  1.9905006657E-01  1.3631023430E+00
  2.0042997987E-01  1.3702126000E+00
  2.0180989317E-01  1.3774600031E+00
  2.0318980648E-01  1.3848435616E+00
  2.0456971978E-01  1.3923622832E+00
  2.0594963308E-01  1.4000151749E+00
  2.0732954638E-01  1.4078012424E+00
  2.0870945968E-01  1.4157194911E+00
  2.1008937298E-01  1.4237689255E+00
  2.1146928628E-01  1.4319485500E+00
  2.1284919959E-01  1.4402573680E+00
  2.1422911289E-01  1.4486943824E+00
  2.1560902619E-01  1.4572585951E+00
  2.1698893949E-01  1.4659490064E+00
  2.1836885279E-01  1.4747646149E+00
  2.1974876609E-01  1.4837044164E+00
  2.2112867939E-01  1.4927674035E+00
  2.2250859270E-01  1.5019525640E+00
  2.2388850600E-01  1.5112588800E+00
